Iter,Phi,Psi,Uncertainty
1,47.07518,-165.34898,0.0024687543
1,74.26218,67.56471,0.002644722
1,55.80136,162.07214,0.0019340285
1,-129.55727,-156.73035,0.0021242013
1,137.26102,38.87831,56.482822
1,162.078,-166.04146,31.78983
1,-113.37017,73.14978,0.001877493
1,-115.843735,64.083466,31.841791
1,-39.682953,-150.38232,0.0024161767
1,-7.738617,-30.766647,83.90204
1,-63.779694,121.50342,40.11057
1,-165.14163,9.860611,0.0014862636
1,-20.470795,-130.93753,0.0024047713
1,89.2995,-84.56983,0.0013349648
1,5.901993,-113.99619,0.0015573393
1,-34.21985,108.043976,0.0011376648
1,113.58945,-43.616837,0.0015377203
1,-38.075485,140.81403,0.0017934993
1,95.10028,-32.06685,0.0014479837
1,31.974686,67.095764,0.001505531
1,70.157104,168.84705,0.0033819526
1,-22.986633,156.95923,0.0028279766
1,128.89532,-18.065857,31.908201
1,158.95221,3.647995,0.0015946472
1,-41.101562,-10.085388,0.0014642683
1,-53.049286,76.5701,0.0021060342
1,62.716522,145.25885,45.853245
1,2.8024445,165.89087,0.0017007567
1,144.62427,-42.489624,0.0026533296
1,-117.40205,5.2065887,84.00537
1,131.53406,-41.389496,0.0013939025
1,-113.60066,11.073334,33.321217
1,7.3052826,32.48044,0.002403316
1,109.81299,159.75247,78.77965
1,-148.65102,25.662598,56.604237
1,-6.4690704,-44.483704,0.0015040301
1,69.611145,-149.53328,0.0012023913
1,-135.82619,-151.08951,0.0013916235
1,-105.54587,30.836975,31.891329
1,-11.247513,-22.836884,80.879295
1,150.8664,-35.1279,0.0013494162
1,29.338303,-142.04388,0.0018434561
1,-15.9123535,57.463715,0.0015993201
1,-134.89702,141.7492,0.0013158275
1,-140.5261,102.94745,0.0018777644
1,63.143814,-1.3122864,0.001337986
1,1.7940063,-80.72415,0.0016630316
1,84.341705,18.894028,31.893318
1,1.1622467,84.41199,0.0018631517
1,69.280365,169.08044,31.87082
1,-125.74935,76.35712,0.0014646467
1,143.98505,144.35617,0.0014462633
1,175.81409,4.639694,0.0012425467
1,-58.149605,123.61267,31.769348
1,173.32416,-165.00937,49.379417
1,-113.80928,-7.263092,0.0013188634
1,-136.3813,114.06711,0.0015957565
1,-2.0488281,-48.883636,0.0013205104
1,26.588165,-25.45729,31.894989
1,-9.800858,154.67636,31.845505
1,85.88391,-101.67675,68.052246
1,-4.5376587,93.818756,40.151886
1,-90.090416,-158.55229,0.0033269373
1,-80.04545,178.94226,31.880701
1,-42.290833,-10.658463,0.0022561266
1,65.6926,101.38391,0.001571476
1,-153.0805,-152.15945,47.371395
1,-16.755478,-136.2995,0.0020045324
1,164.89246,-14.064819,0.002292487
1,-74.61211,116.27313,0.0020466635
1,-57.480362,148.16263,40.0821
1,171.64243,100.24756,0.00171538
1,151.47333,32.36673,0.0013897915
1,82.02545,-83.673805,0.0019591101
1,-136.63922,136.68317,0.0018339365
1,-53.256897,123.28296,0.0014004562
1,-100.07004,12.898926,31.807423
1,95.985535,-116.85591,0.0017625418
1,-2.4595032,178.49985,0.0013328419
1,-8.544815,-147.43703,0.002083395
1,31.952087,-123.9663,0.0023726057
1,174.96921,178.39728,31.803059
1,2.764862,129.34268,0.0022097593
1,-93.989975,-108.24381,31.836233
1,-168.78958,-17.995407,0.0012898537
1,58.096405,11.637497,31.78598
1,-122.32745,12.369217,49.436672
1,-29.043854,3.6798248,58.80077
1,9.682129,-164.54607,0.0022543615
1,-9.044235,131.02063,0.0018115824
1,-172.46658,131.1358,0.0021155563
1,2.3020172,-177.25697,0.0020332974
1,5.9298553,-53.155014,0.0030698199
1,127.809906,-158.90381,0.0012808433
1,-108.60804,78.44678,0.001231336
1,-4.225281,47.012207,0.0015469219
1,157.60516,-28.135681,0.0024079715
1,-102.94299,147.89441,0.0016816801
1,41.51628,-40.96228,76.54246
1,118.87308,-41.671356,31.923302
1,-16.481918,-170.86751,0.0019766344
1,-45.69992,140.8399,0.0019049299
1,-83.63767,46.098953,0.0015294527
1,87.136536,-97.69643,31.900597
1,-138.67738,51.177353,31.849016
1,-24.045456,-153.57819,0.0018509498
1,-142.72325,154.36475,0.0014737471
1,10.318466,-164.38193,39.70459
1,-56.502747,75.71919,31.924873
1,29.14125,-97.472626,76.93625
1,23.030777,72.82388,75.30587
1,21.021072,-159.16621,0.0014929434
1,-95.808205,38.73062,0.0018683369
1,101.270386,85.34311,0.0015042559
1,16.970032,-23.174759,0.0026203918
1,6.0630493,65.79532,0.0018748532
1,-134.05307,0.9159241,0.0016233837
1,-16.935074,-24.431686,31.478552
1,-152.9778,-76.19717,0.0013568597
1,157.10266,-78.14567,0.0014457064
1,17.923035,-58.089844,49.795696
1,-18.619995,118.091675,0.0016909394
1,-7.7362213,-92.883644,0.001657656
1,-167.01791,43.059937,74.3022
1,35.675476,-146.03693,0.0014664081
1,116.19882,-58.599304,0.0011565202
1,-58.382492,-178.6292,0.0025947294
1,138.75275,-17.482162,0.0014129137
1,-131.38647,61.703125,0.0014079086
1,173.65509,-89.98386,0.0015415438
1,64.07716,-68.60532,40.09552
1,-141.63037,-79.52306,0.0015085188
1,-4.0420837,12.350327,48.401638
1,-161.22673,40.512207,80.3197
1,33.667435,-102.318794,31.847273
1,-22.931046,31.264618,31.91954
1,-117.267815,154.42749,0.0013130063
1,149.85669,-99.438614,0.0013403168
1,13.62262,-47.717377,81.90329
1,41.095108,-142.0892,0.0016907124
1,-142.9184,-149.9604,0.0019995775
1,39.40303,-32.620758,0.0014233208
1,110.554016,-111.24723,0.0018648437
1,-157.97517,-122.64276,72.85956
1,7.780304,1.8215942,0.0014764457
1,150.72977,-35.361893,0.0018119231
1,145.67316,21.990723,0.0011545961
1,69.32123,-13.043182,0.0021699313
1,100.01019,83.18576,0.002589598
1,-44.82617,7.7680206,39.9733
1,30.073242,-9.501709,46.4858
1,41.97386,-23.662827,85.5209
1,-61.55081,-98.087456,39.696228
1,149.6799,-50.067,68.56344
1,-176.18997,18.46077,71.37056
1,-52.11978,121.37329,0.0012824087
1,-174.57892,1.2604828,0.0016637116
1,-170.40454,-25.389526,0.0020372565
1,78.45422,-103.46648,0.0013190667
1,5.787979,-25.586227,0.0013523358
1,-178.30733,41.494522,31.769049
1,-133.18694,51.8201,0.002131221
1,113.24005,-7.9220886,0.0017210232
1,152.56497,-139.40025,0.0013995981
1,-138.48903,-99.55049,0.0019991128
1,177.12906,-92.682594,0.0018064302
1,-82.78558,54.004944,0.0012426048
1,40.04773,-148.48087,0.0009363725
1,-123.49378,21.902222,74.01148
1,-2.47641,-13.158005,0.0014997763
1,120.69931,-168.62923,0.0016344541
1,-129.36533,171.05405,0.0032928258
1,6.4602356,-49.135788,0.002196599
1,9.130661,-7.4471893,0.0013785663
1,-100.80304,128.5961,62.563858
1,-36.030823,128.3739,0.001317377
1,24.351822,104.81293,0.0030000387
1,-178.04225,12.352402,0.0015620912
1,1.316803,104.3577,0.0016300642
1,90.90695,-147.06227,0.0013788339
1,-83.775154,126.681946,31.767723
1,70.68805,-118.19963,0.0016295104
1,104.92505,-65.3741,0.0023549346
1,142.2807,-34.15207,0.0026485114
1,27.635696,-26.165848,0.0019242543
1,-39.76735,80.1861,0.001696514
1,-2.0799255,156.22153,0.0024424999
1,32.81903,-147.29916,0.0013338798
1,-90.243484,82.55124,0.0020980716
1,101.93637,-117.47088,0.0015822053
1,-163.72481,-5.501068,0.0012811822
1,30.597733,-131.4686,0.0013319935
1,90.39383,-21.69104,31.899641
1,-177.40446,8.432343,31.742844
1,136.91882,-106.37679,0.0013827857
1,-16.592636,-26.781387,0.0013756092
1,-28.186203,1.7487183,0.0013654735
1,-58.560738,117.27136,49.297173
1,135.95337,-20.229095,32.0158
1,69.98334,-94.496155,0.001763347
1,133.3689,-87.6977,48.238373
1,-160.5995,-179.32367,31.878353
1,45.47238,-90.32307,0.0022717628
1,112.96268,90.16254,0.0020626625
1,125.10486,-33.167175,40.168846
1,-3.242035,81.859985,67.52996
1,1.0850677,29.265457,0.0016423031
1,-117.34888,45.861053,0.0014374785
1,148.52182,158.24509,0.0015029854
1,-80.09153,-98.5551,0.0020418311
1,-54.844482,0.7732086,49.50226
1,-60.073303,0.32081604,0.0014339673
1,76.987366,-123.35468,0.0019496488
1,-53.22431,123.547455,0.0020600727
1,139.05853,-43.502167,0.0019328891
1,-67.01934,54.927902,0.0019383898
1,132.74731,-117.951965,0.0011272052
1,-169.6969,5.9364777,76.532135
1,140.44366,-10.075684,58.905785
1,-89.320404,-51.728333,0.002170653
1,-3.5670013,-159.98984,0.0017900949
1,77.66882,-119.09085,31.820024
1,97.366,76.89462,31.874998
1,-6.310669,166.1294,0.0011113393
1,107.83679,22.132294,0.0020362847
1,-2.346695,157.65894,0.0015045346
1,-34.224792,122.304565,0.0012397232
1,-3.4271545,129.62451,0.0017627499
1,-57.90352,-0.7034149,0.0019539779
1,-141.93521,-106.68227,0.0021052426
1,-2.881363,54.527634,0.0022290826
1,-3.2370758,-20.945816,48.34399
1,50.371277,31.29303,0.0025020468
1,-36.513107,45.79712,0.001967531
1,-96.352005,13.934448,88.1931
1,-74.89818,88.29233,0.0013308956
1,132.97235,-73.613106,0.0019337612
1,120.40106,96.58298,0.0014954943
1,70.79849,-127.68017,0.001754689
1,-12.078674,26.369476,55.839046
1,-178.37949,-139.87123,0.0022483089
1,-77.77432,61.129944,0.0023039794
1,-10.394592,91.349396,0.0021709646
1,-20.627777,-23.627747,31.846067
1,-69.67445,46.863113,65.76806
1,9.69136,-112.13494,0.0028027233
1,171.24274,-34.277252,0.0022386906
1,-130.09685,59.63002,62.38738
1,-144.7437,13.396149,0.001526171
1,-86.96169,-55.278755,0.0016776376
1,107.083496,23.643967,0.0029818178
1,31.53601,-150.59349,0.0030131459
1,71.9866,-120.29233,0.0016446694
1,-160.03642,29.424728,0.0014622245
1,-56.53749,8.522278,0.0012358647
1,-11.320053,33.570953,0.002648537
1,-4.883301,-29.940338,0.0016349754
1,-10.826447,-95.27722,0.0016549878
1,163.7532,-145.63072,0.0011049146
1,36.32193,54.43222,49.24825
1,45.98462,38.837082,0.0020677578
1,43.879852,-133.82455,0.0018801737
1,-168.54718,-12.3125,0.002303927
1,111.20712,-59.53766,81.13105
1,-86.75166,34.27542,71.23496
1,49.35733,128.32516,31.88126
1,147.63766,17.385056,0.0011396123
1,178.05267,12.9999695,0.0015739233
1,177.009,11.199875,0.0014811999
1,173.14944,-65.32687,31.891933
1,13.848206,-0.8699188,31.86784
1,0.29299927,-130.24559,0.0016979186
1,32.05652,-15.70285,31.879393
1,1.9812622,-52.62538,0.0016913109
1,162.79547,34.805496,0.0021415506
1,33.675385,-155.63039,0.0018854038
1,54.29901,-4.3684387,31.864786
1,55.579834,-110.745445,0.0019821736
1,172.84723,-35.673264,0.0013932161
1,71.48923,-92.46585,0.0016012106
1,-157.43239,6.513611,0.0018753865
1,3.0273743,-134.73373,0.0013361233
1,-124.31097,-1.6379852,40.155083
1,-139.60938,38.2005,0.0015859815
1,-86.61324,34.54393,86.93609
1,179.40994,-11.335617,0.0011628858
1,-165.11453,-21.12024,0.0016854762
1,-17.073914,103.70004,0.0011828693
1,43.584488,1.6743317,0.0013735095
1,0.6374359,-78.57137,0.0014704048
1,-129.6892,42.196686,0.0017266567
1,-1.6678467,-178.12035,0.0016412103
1,110.129395,136.34369,31.753498
1,28.955872,-62.387344,0.0015531509
1,177.18808,11.719223,0.0014402237
1,-128.6943,56.910004,0.0026433005
1,177.37677,-97.651985,0.0014884792
1,-146.00139,-124.38605,31.875856
1,-21.629318,96.22003,0.0024335694
1,-55.99749,-93.15498,31.39671
1,-173.9694,-171.94254,0.0014216091
1,-152.97775,-18.507568,0.0018217593
1,18.344177,-100.74929,0.0015709056
1,-65.387146,-67.79019,0.0012675448
1,57.535248,143.11768,31.842638
1,33.37393,-69.87518,0.0027843395
1,143.91345,-79.39238,0.0016317343
1,83.256775,-65.434845,53.82036
1,-47.57907,-27.398254,40.08076
1,93.21991,-88.632164,0.0020401445
1,-73.62221,171.34262,0.0014990347
1,-178.71751,28.019775,0.001570015
1,-112.70541,50.823868,31.861181
1,76.39429,-91.558044,0.0024899992
1,-45.00531,-137.13747,0.0015968359
1,-3.9026337,167.9404,0.0020284592
1,144.6354,-30.083496,0.0012812124
1,15.530151,-4.1731415,56.46551
1,-33.71779,58.519363,31.867607
1,-60.039703,-114.13361,0.002122692
1,-139.74228,107.97543,0.0014072127
1,1.685669,-84.31011,0.0013376715
1,-10.842361,-9.224014,31.903809
1,107.021454,-153.86313,48.305195
1,18.201996,10.087219,0.0015717804
1,-172.47441,64.23233,0.0018069702
1,33.451004,-37.706223,0.0024396456
1,176.68048,178.67142,0.001344324
1,56.071014,-47.250214,31.836609
1,10.982758,-147.70569,0.0017326546
1,-4.2826996,-45.55417,0.0012466878
1,59.526306,-142.24443,0.0012708829
1,77.56204,-103.51531,0.0016911088
1,76.27341,-131.04257,31.83072
1,79.26907,62.06006,48.181713
1,-117.46503,73.73172,0.0016740506
1,-73.49453,81.659515,0.0013858331
1,135.29169,-45.26764,0.0026018918
1,57.246185,-15.7842865,48.356224
1,-23.084076,-73.41103,31.711859
1,152.57129,126.30719,0.0013272215
1,161.55115,-4.6894226,0.001746462
1,18.462448,-166.17201,0.0024253083
1,176.25427,-21.412842,0.0018316873
1,-67.292885,83.424194,0.0015498475
1,-178.892,17.477661,0.0020274343
1,-114.70011,34.882217,0.0023090788
1,-11.611038,-114.28229,0.0015559745
1,158.0859,-6.0688934,0.0018739498
1,-140.42128,-24.127518,0.0015227948
1,5.1237793,33.612457,0.0014242028
1,-55.73797,86.04419,0.0013012347
1,6.6884003,51.696335,31.849855
1,-73.74564,136.96466,31.817747
1,-70.52339,8.467529,55.89735
1,-149.20955,-0.21115112,0.0016507279
1,15.822708,35.16664,0.002004791
1,-131.6225,102.522156,0.0017447221
1,107.60129,-73.85379,0.0015044067
1,-23.871384,-111.51214,31.962063
1,47.690887,79.85242,0.0016157703
1,133.2763,9.496735,49.241646
1,7.286545,139.48907,0.0022255091
1,89.954346,-34.59836,56.61528
1,4.0639496,-114.8846,0.0016094022
1,-28.954132,146.07724,31.80996
1,45.86769,-168.26521,85.718376
1,84.421936,-174.6116,56.46292
1,28.841583,-135.84264,0.0026133612
1,109.89307,-20.583328,0.0009990261
1,-8.255554,-16.468582,0.0018422604
1,32.08203,-163.16422,0.0014715726
1,-171.17279,-48.917877,0.0014279126
1,124.346344,-170.24667,0.001399881
1,-165.52835,109.08206,0.0014850949
1,172.11456,-9.493927,87.96996
1,-65.68887,84.580414,0.0015099152
1,-167.89812,-82.47384,0.0027195169
1,137.24832,-16.210663,63.914776
1,141.73291,-162.98367,0.002102322
1,-137.6694,-70.64699,88.275925
1,154.7442,-96.61067,45.728657
1,-63.490738,158.31677,31.907616
1,-13.930115,163.66248,0.001583749
1,93.39499,-90.7012,0.0021075283
1,-28.597,33.210144,31.91318
1,105.91879,-79.11703,0.0011946387
1,-65.291534,62.137146,0.0019130233
1,0.01979065,57.5318,0.0012627385
1,-26.526413,141.42334,0.001776788
1,-116.71891,72.217575,0.0016030812
1,-4.6000824,167.00449,0.00276174
1,16.374634,-155.0748,0.0014117601
1,-164.92245,-78.37277,73.881004
1,59.197067,128.20221,31.565197
1,26.156982,-102.66786,0.0015185553
1,45.690384,164.50122,31.927126
1,-179.22774,-148.55063,0.0011993279
1,33.67662,10.545349,72.67756
1,1.7832031,-121.60121,0.0014994909
1,69.64339,-148.43907,0.0014352603
1,-63.521835,84.456726,0.0015924958
1,17.414871,16.44696,55.90998
1,108.19946,-169.44983,0.004242325
1,125.36694,30.386887,31.8472
1,159.64032,-5.942108,0.001861779
1,-150.80849,-6.791641,0.001641091
1,30.85112,-22.86818,0.0017203349
1,-134.10345,-2.2267914,49.277744
1,31.846085,-1.8376923,31.89881
1,166.77747,-48.4635,0.0017347839
1,-130.73778,57.301025,0.0013048925
1,-48.31172,162.59937,0.0013990143
1,62.512756,-112.596115,0.0012386909
1,9.710999,-84.54154,0.0015942911
1,84.4068,20.261871,0.0019698294
1,21.390167,-158.89143,0.0016201786
1,-59.61377,92.542755,0.0016344019
1,-154.46298,142.84286,45.513435
1,-175.28525,-76.36985,0.0019333753
1,-55.790268,-75.61098,75.161766
1,121.22839,-85.28074,0.0022538425
1,129.4931,-46.962418,0.002825688
1,95.48041,-34.646133,31.641005
1,68.96794,-89.995445,0.0023901484
1,131.19183,91.482605,0.0019701477
1,160.65967,138.26834,0.0014889855
1,-118.78519,14.739319,0.001797077
1,-114.47283,74.45363,0.0023250799
1,-37.79515,140.0906,0.0014489245
1,-140.15846,51.501556,31.862923
1,149.05225,-105.84868,39.91133
1,-53.72101,81.08716,0.0019423384
1,-153.0429,-25.111786,0.0015025652
1,-104.074234,41.216736,0.0021132145
1,-25.39824,173.44714,0.001599062
1,126.8006,177.13239,45.86261
1,168.83716,-3.3431396,0.0018130781
1,22.399017,119.43021,0.0015644945
1,-75.95979,177.28003,0.0022607679
1,-4.394821,-23.795319,0.0014625016
1,-32.974136,19.783844,0.0016762286
1,-80.04519,-130.07285,0.0019459192
1,37.557297,-61.037544,0.0017387748
1,69.71353,167.60803,0.0016146653
1,-2.5170746,66.493256,0.0015349932
1,-163.4919,-73.45721,0.0021152773
1,-80.5371,-142.60692,0.0017320513
1,-169.73529,-94.69364,0.0017324369
1,14.044373,-108.98363,0.0011456319
1,-107.62851,34.476974,0.0015927663
1,-138.44164,-81.07019,48.244144
1,-122.588684,54.68712,0.0018266578
1,-123.5485,14.713684,0.0021212325
1,124.00519,-142.87949,0.0022265783
1,44.022614,-27.943634,0.0011387786
1,-94.50272,-118.303825,0.0021468187
1,-13.4431,120.07202,0.002033241
1,-85.92548,73.8331,48.35939
1,-18.121445,-24.808487,0.0012666695
1,-25.94284,-99.12906,0.0019050789
1,10.821533,-149.51875,0.001339909
1,59.1353,-119.168526,0.0017013534
1,4.1100006,84.35666,40.15116
1,30.07634,11.789337,40.14377
1,60.422943,132.95804,31.885855
1,44.76442,-129.5498,0.0023568736
1,151.86713,169.00269,0.0017156125
1,3.3680267,-136.4807,0.0015227566
1,-40.2946,-130.22115,0.0015470522
1,-161.69006,13.118042,40.122753
1,-173.83972,-170.6074,0.0016326931
1,43.924957,78.21146,84.54717
1,75.583496,150.84897,0.0019724744
1,23.624008,81.41626,0.0011009373
1,-152.47845,-35.489655,0.001631176
1,79.33505,112.79596,0.0015860067
1,75.47632,84.742065,40.04848
1,8.168137,-11.450134,0.001711246
1,-36.960297,126.66046,0.0013402443
1,-46.04013,-80.07904,40.027145
1,150.98175,-23.082397,0.0016313642
1,-78.089066,20.684174,0.0019113851
1,32.635544,171.37076,0.0014447413
1,-162.50937,30.054443,31.831326
1,155.1748,88.289246,0.0017744955
1,47.125763,-24.00859,0.001459355
1,-74.45058,37.832123,0.0015107577
1,16.124146,40.346832,0.0013535918
1,-134.53699,-16.233978,0.0013129668
1,122.274536,-41.21402,0.0017736567
1,128.8902,153.22229,47.86016
1,99.423035,-6.7921295,0.0014551295
1,15.633057,75.11293,31.799955
1,31.868896,-84.342354,0.0009786891
1,-49.204315,138.84372,0.0013453102
1,165.71753,-7.760666,0.0016469199
1,128.3034,-43.163177,0.0013809216
1,-38.473328,-120.86434,0.002283568
1,-114.28398,1.8889618,48.319515
1,-32.88803,-118.56153,0.0018924836
1,92.785034,-101.224365,0.0018257672
1,-0.37516785,-122.213585,0.0014455135
1,13.558624,-148.1695,0.0018583799
1,-145.26395,-36.526855,0.0017535274
1,-179.11298,31.907257,75.084694
1,-75.40773,15.724411,31.791634
1,94.782715,-76.06645,56.547253
1,174.02356,108.52515,0.0019689384
1,15.713486,38.863647,0.0017061338
1,102.024475,40.477448,0.0018453748
1,-19.5999,22.271988,48.47188
1,-57.34102,-7.637192,62.407352
1,169.83359,177.12881,0.0015727876
1,82.02136,-101.97897,56.501377
1,26.624695,122.94495,0.0010793253
1,16.209091,-166.07025,0.0027561807
1,10.600662,-154.89227,31.701933
1,135.06647,-178.16441,0.0014302321
1,177.04016,-131.38768,0.0019002279
1,-99.991234,80.27664,80.78169
1,73.781555,168.60718,0.0013790431
1,159.41296,7.171051,54.266857
1,-43.8183,80.198395,31.62363
1,-176.79063,-8.938904,0.0020093194
1,-146.36562,168.34561,0.0014853072
1,-74.36136,123.036865,0.0018746619
1,-112.94796,-159.09526,0.001566684
1,60.11386,-151.16536,0.0013282083
1,-162.79463,178.4461,0.0015750782
