Iter,Phi,Psi,Uncertainty
1,137.17926,-78.640785,31.94526
1,-154.5892,-129.5764,40.09086
1,-161.7232,3.3774872,0.0020317354
1,-36.03264,60.74579,0.0013525549
1,-172.41588,-177.01788,0.0018517082
1,46.25325,-31.1904,0.0023117522
1,-64.154854,118.723694,0.0012025472
1,63.179077,-133.77853,31.820356
1,6.5030975,91.34903,0.001786485
1,-40.413086,-2.3640747,0.0013912353
1,83.54004,31.504974,0.0024030586
1,150.24625,-30.344452,0.0019909262
1,-60.661057,-107.91666,47.621597
1,136.53342,131.68091,65.83762
1,143.09329,8.347183,31.828302
1,87.473206,-90.990234,0.0014040826
1,69.70065,-2.4033966,31.590282
1,-169.13213,-5.4122314,31.86375
1,81.2673,0.015075684,33.434578
1,-2.401184,-51.425385,0.0025093611
1,38.316513,16.424744,0.0018755756
1,1.9929199,-145.30534,0.0014985966
1,-74.54603,3.880249,62.42728
1,134.38403,52.476334,0.0021189419
1,-54.231705,-29.75705,0.0016131069
1,83.72162,-56.067764,62.203777
1,73.22615,-72.89317,31.918425
1,-11.46257,17.785324,31.889696
1,-179.18578,148.7008,0.0017685238
1,-126.35138,58.117126,0.0012720615
1,35.12227,-149.62523,68.03787
1,123.66821,-65.40316,0.0022532183
1,143.92847,102.36502,0.0012678425
1,-44.449158,-15.751648,0.0019257795
1,105.96478,-10.498199,0.001183549
1,-145.73573,12.503326,0.002030192
1,-23.21315,116.401794,0.0017959708
1,174.63196,-4.62236,0.002070096
1,-15.434341,-111.80182,0.0011848791
1,-24.639542,159.90277,0.0011534479
1,-0.55033875,177.6543,56.752834
1,-18.277328,-93.25158,0.0014755431
1,-54.552147,-103.11043,40.06797
1,-7.132614,-148.94884,0.0017666902
1,125.34921,8.96048,68.16681
1,12.583481,-33.932404,31.777365
1,-150.50954,-2.2609558,72.272064
1,158.41025,-113.68808,0.0021737092
1,-4.8386383,5.3213196,0.0013577058
1,58.933228,-59.77482,0.0014743276
1,46.169373,-156.67822,0.0019767089
1,-30.852371,157.34595,0.0016530323
1,153.35779,-115.489044,0.001691923
1,-25.664597,123.549866,0.0013888679
1,111.75653,-159.69017,31.968718
1,-145.68701,84.71716,56.228157
1,169.14926,17.95694,48.100555
1,102.65091,-16.143356,0.0024529737
1,-4.5799103,-149.48344,31.792381
1,33.58188,76.72635,61.05143
1,148.66519,94.394714,0.0013806577
1,127.1062,109.65378,0.0024821807
1,159.22769,-19.179688,0.0013273034
1,176.24216,15.449814,0.0018808955
1,-9.169769,-151.25876,83.49397
1,-97.51927,-110.42887,0.001110352
1,62.420654,-38.57367,0.0016035005
1,4.325424,-15.666702,0.0012797565
1,173.14468,-81.67051,0.0016452702
1,-54.299866,131.50061,0.0018690195
1,-121.78195,132.37158,31.860521
1,-135.06148,-6.46698,0.0017416404
1,171.13647,66.091034,0.0020661172
1,-20.231094,-13.994217,39.84625
1,75.6586,173.75214,0.0023558096
1,135.2196,70.574615,0.0017678972
1,141.65298,-171.12364,0.0014653519
1,-1.6078491,93.47952,31.833216
1,-26.825134,156.12134,0.0016034605
1,29.211823,-150.0177,0.0012314098
1,-118.4932,25.574997,0.0032423164
1,-82.892006,-174.16888,47.84267
1,13.450562,26.5372,0.001542376
1,16.28096,25.759003,56.24495
1,19.496445,74.29306,0.0024775816
1,-94.91936,128.51965,0.00284702
1,113.084656,-82.60762,0.0015955989
1,152.53827,-3.5767212,0.0012299042
1,17.147842,95.78961,0.0025553363
1,18.687958,-171.19064,0.0026141985
1,35.880478,-120.064964,0.0017826555
1,171.18417,-11.374222,0.002732548
1,-21.912094,-48.8564,0.0020607004
1,-97.886826,24.610992,56.665516
1,-29.08168,53.40175,0.0025799442
1,144.61932,70.00987,0.0015190803
1,-68.82378,136.23383,0.0011242728
1,-164.77336,69.80914,0.0009909604
1,4.652481,92.02399,0.0017555582
1,151.08093,-51.424347,31.888819
1,-30.464737,-162.41226,0.0016751059
1,23.589767,24.989624,48.15098
1,137.38812,-51.10501,77.26905
1,-157.105,155.86603,0.0022708045
1,56.42447,78.06317,31.915071
1,-23.066132,-53.74006,75.05764
1,105.52185,120.75787,31.879095
1,-64.507706,163.13348,31.803413
1,-169.69804,91.44266,0.0018321465
1,-16.676651,59.89514,31.899927
1,52.489014,63.712616,0.0013987053
1,-152.34985,46.525284,0.001838532
1,-99.25144,127.393616,0.0011970447
1,15.224045,-135.41296,0.0012417879
1,21.729507,-86.77268,62.583366
1,164.36288,-43.96524,82.08218
1,-86.11854,50.575775,40.022877
1,-96.34749,133.49664,0.0019121019
1,-52.089867,85.14023,0.0021839228
1,-39.773285,70.01553,0.0018381871
1,65.43138,-49.60263,0.0019714232
1,-27.128326,-25.808853,0.0023588962
1,-121.47935,18.56134,0.0013638409
1,175.91779,-172.08191,0.0012639083
1,-176.92378,98.56091,0.0014288168
1,104.77753,4.5675507,40.150208
1,-56.33206,135.29102,77.22837
1,30.106339,-41.842148,31.849075
1,13.77771,-127.41268,0.0020372819
1,1.0057373,-151.12447,0.0011798408
1,-60.18991,107.47247,0.0012172132
1,167.35431,17.939972,0.0015850351
1,-164.72667,-103.929985,31.859581
1,101.10489,97.76477,0.0013912794
1,101.86185,-126.604004,86.50925
1,108.30081,54.454468,0.0012251606
1,116.288086,-48.62021,0.001472292
1,-59.197723,29.710663,0.0013597301
1,-4.2988586,-168.59267,0.002511688
1,-7.394394,-4.557022,59.734512
1,42.81772,-4.632965,46.0005
1,7.768936,-147.16418,0.0017982807
1,2.2623138,152.237,0.0036137325
1,146.65671,-168.87442,0.0014798961
1,-99.62119,89.04236,0.0010473237
1,-142.63536,-90.818985,32.009094
1,53.21173,-115.332,0.0012306027
1,-61.12828,132.60864,0.0015815207
1,78.37256,-129.18521,0.0013231564
1,-105.89459,-34.27809,32.021206
1,170.34271,-99.31325,67.99318
1,-104.89571,156.53369,32.0992
1,-13.33815,-82.32874,80.15865
1,-126.12903,-20.412231,0.0013053898
1,-39.212845,-66.43719,0.000922637
1,-3.060318,-85.48843,0.0018675908
1,-66.074486,62.144745,31.891144
1,-161.0342,107.33472,0.001986746
1,-15.821976,58.968338,0.0014259296
1,5.0534363,34.694458,80.50383
1,0.37503052,10.217758,31.84673
1,-27.267853,-128.06471,0.0015945234
1,113.447205,-63.44069,0.001901901
1,-177.30862,79.530396,0.0014441522
1,-57.440063,-102.238106,0.0012803612
1,-45.69342,49.50116,0.0014544977
1,170.7327,-173.60515,48.25611
1,-152.8096,-90.00957,0.0014597063
1,6.6314545,11.417999,0.001972088
1,68.68799,84.2684,0.0015484679
1,26.358612,-9.535156,31.895912
1,-57.243652,87.26236,31.721283
1,129.6579,-79.11106,0.0014730317
1,-168.6876,147.35928,0.0012617195
1,-93.545715,-96.962395,31.83253
1,51.95862,-137.80293,0.0013604428
1,-98.46425,-21.475952,31.824953
1,-89.00121,124.07776,0.0013011106
1,18.78363,-46.33394,0.002657546
1,41.101486,-110.1902,0.00097588886
1,49.20964,8.14418,0.0028551929
1,-59.130287,102.31311,0.001664889
1,-0.8200836,-157.53844,0.00122689
1,81.95599,19.579391,0.0038521176
1,49.15222,-82.12457,0.0022968105
1,-124.96134,17.381226,31.779612
1,80.38522,-28.270203,0.0026206267
1,91.89389,-176.74759,0.0014290689
1,120.25104,-98.99163,31.787127
1,-19.543167,115.14093,0.0024074628
1,-177.3008,156.31833,50.433002
1,-148.17746,71.45465,0.0012241165
1,5.8306427,43.74846,0.0015249329
1,-15.384079,178.30457,0.0015649473
1,28.574875,-1.3922577,31.778887
1,-157.67644,32.379868,0.0021745418
1,-83.75628,-108.77277,0.0014669022
1,49.386703,-87.36415,0.0014778271
1,-11.877899,-110.3195,0.0017676301
1,-122.82148,42.905334,31.246971
1,-16.57846,-58.30603,0.0012876269
1,50.705612,71.934296,81.653465
1,166.64679,-26.30481,0.0016002051
1,-122.37512,68.35202,0.0017660864
1,74.156296,-131.61009,0.0026305167
1,-24.245682,56.993256,47.947918
1,-144.94695,-51.195038,0.001733839
1,-160.21692,154.46426,0.0019518387
1,172.13275,-104.43973,40.22588
1,115.03601,-94.92546,0.0017470093
1,171.63428,106.890076,0.001771908
1,43.187775,-13.036682,0.0013514011
1,33.09059,-52.258545,0.0009263192
1,-137.68343,44.15834,0.0012205511
1,107.85486,-73.16872,0.0025471216
1,164.2449,134.29315,85.86926
1,-20.656586,-25.086212,0.0016815048
1,2.0497742,168.30872,0.0017468076
1,-175.30666,165.86072,0.0018331306
1,133.04895,-63.89351,0.0017157719
1,-24.954773,-120.95644,0.0025858935
1,-171.28069,134.56165,0.0026835643
1,0.8404999,30.643799,0.0013441092
1,60.496063,-175.76624,0.0016899967
1,-76.59533,22.221024,0.0019020516
1,-10.622681,47.5851,0.0016476634
1,129.94116,123.57477,0.0022213391
1,-158.0338,28.31157,0.0026389281
1,-65.248924,-110.92279,0.0016075404
1,125.6503,-161.36842,0.0029523282
1,8.15184,-163.1398,0.0019334906
1,176.22803,-4.4979095,0.001804064
1,13.505707,-29.640732,56.51104
1,-42.2648,113.618774,0.0013182518
1,-5.4991302,-6.8279877,0.002237811
1,-177.45857,-174.97162,65.60649
1,-154.4576,-20.199097,0.0016402937
1,174.75769,-104.65536,0.0018000479
1,-9.089355,-45.36331,0.0014306274
1,-165.28441,46.43184,0.002060227
1,-115.007835,36.649994,0.001829856
1,3.5374756,174.69049,0.0016102982
1,-77.775604,-94.27517,0.001979178
1,10.402527,16.224365,0.0018194992
1,119.862,81.34372,0.0014565221
1,-21.684723,-26.963867,31.82507
1,61.477097,-21.437714,0.0015165213
1,-29.704956,130.32697,0.0017881853
1,-15.863968,124.176636,0.0013376914
1,147.50473,16.138428,31.884241
1,0.5188904,-167.80817,0.0026812067
1,27.314621,-96.10183,0.0018733443
1,-167.22545,-4.5355835,0.0014885069
1,11.302582,-94.06414,80.95658
1,126.09515,-31.905685,31.90851
1,78.0751,-94.57862,0.0015273768
1,-7.4381256,-78.186455,0.002425629
1,99.52701,-20.83429,0.0016391324
1,-157.82225,-156.84663,0.0023649393
1,140.56842,-11.77533,0.0013120708
1,-176.18385,3.7831879,0.0020370665
1,173.73987,-37.79518,0.0016087027
1,95.681244,-99.64996,0.0015362162
1,167.90106,23.387177,0.0038626278
1,-60.85019,58.808075,0.0012418083
1,12.256592,-2.9736328,31.911007
1,57.199387,76.94495,0.0017994418
1,-13.008926,162.14941,0.0014773443
1,-107.12018,76.75983,0.001576926
1,-11.8177185,-159.66405,0.001994262
1,25.233932,-98.42514,0.0011872972
1,-47.792328,62.173218,0.0015775568
1,-70.74574,77.73483,39.6926
1,92.05377,130.42749,0.0018414663
1,17.114151,149.08514,0.0019772733
1,-32.221954,15.896301,83.93666
1,148.73389,-49.24861,0.0015244803
1,39.882828,2.5298615,0.0027373799
1,-77.77464,120.82318,0.001350299
1,-20.500595,-176.72168,0.001870327
1,144.36017,57.346405,0.001573423
1,58.536102,-156.95526,40.070972
1,106.9523,49.632996,0.001440406
1,-18.600296,-113.417145,31.880583
1,25.102997,74.089615,31.861135
1,54.20578,35.87407,0.0011541833
1,104.7771,-4.5396576,49.089973
1,168.38882,-16.546936,0.0017805574
1,165.7781,-9.083359,0.0018549582
1,0.13465881,178.67493,0.0011123102
1,8.946121,44.749344,0.0016280303
1,1.5498047,141.96289,0.0017389652
1,18.805481,-18.361908,0.0025959052
1,-143.29051,-138.46419,0.00122108
1,-179.93991,-120.24825,0.0020281211
1,-30.224213,169.49191,0.0012144156
1,-147.69115,-50.784317,0.0014767338
1,41.524124,-136.99844,0.001774355
1,-157.01021,-1.8873901,0.0019822079
1,137.216,135.19138,72.00112
1,153.94934,-81.81664,0.0013549771
1,33.58014,65.79399,0.0011932661
1,-76.901825,-105.38235,0.0022410995
1,172.93787,-40.02765,0.0017037081
1,-174.12994,-155.88416,0.0017785534
1,-142.92393,73.72583,0.0023380877
1,130.94754,-59.730415,0.0013681925
1,157.08533,-12.122192,0.0019580228
1,-37.401947,10.425659,53.649986
1,179.8088,-109.586266,61.46083
1,35.583984,-117.00604,0.0011914059
1,-169.00723,3.3847198,31.873833
1,-5.427002,30.929108,0.0015504379
1,-56.819046,81.59537,47.296707
1,-130.02602,52.991776,0.0019132526
1,114.86447,-98.518776,0.002682618
1,-17.276794,174.33453,61.678177
1,15.87793,3.1740875,0.0035928285
1,8.6345825,-17.937256,56.69197
1,98.34866,50.102234,31.777897
1,13.350113,10.337372,48.106663
1,-80.69063,113.388855,0.0018187929
1,6.190201,145.39844,0.0014509889
1,-172.37581,-91.74676,0.0021093367
1,64.627014,-35.60858,61.88097
1,-138.57181,2.5743408,0.0016149402
1,-168.6391,-9.364044,0.0016881645
1,-64.354485,138.96777,0.0016250671
1,-2.4372406,30.113327,0.0021490068
1,77.31836,-88.61791,0.0014427216
1,-151.82967,36.103943,48.420704
1,130.79407,31.080505,0.0018193469
1,-31.966934,65.72992,0.0016008546
1,21.878479,-156.62701,0.001750749
1,139.20569,0.89463806,0.0016927976
1,83.29895,-71.73559,0.0024032427
1,91.54663,-53.11576,0.0020527204
1,6.6901093,165.70978,0.001805115
1,146.9076,-120.29602,31.864697
1,-74.68598,-34.549805,31.734661
1,-145.17813,41.28224,0.002102865
1,-28.752182,56.95114,0.001472186
1,-56.234436,-57.574753,0.0014393853
1,25.024277,-62.15953,0.0013712407
1,-150.76787,46.687195,80.994514
1,-134.87494,33.534058,0.0017936161
1,-170.67662,-76.809555,31.82803
1,-131.03276,121.95795,0.0021584362
1,-3.321457,-131.86325,31.85433
1,52.39711,-90.80654,0.0026329304
1,142.55115,-12.897537,82.31292
1,-128.77808,33.476257,0.0016630479
1,26.830276,116.7305,0.0023024948
1,119.745514,-125.78429,0.0015125226
1,45.593155,-3.9928741,48.438366
1,-87.84963,68.80646,0.0017019748
1,-7.380493,119.56503,65.74754
1,-1.9500122,20.865997,0.0015158539
1,-140.93115,93.57248,48.08478
1,18.573105,-168.54541,0.0024104773
1,49.107056,2.882141,56.28658
1,14.465286,-32.706024,55.124756
1,-154.43785,41.104004,0.0022920826
1,47.932022,-166.98256,0.0037882647
1,-11.015244,-99.90239,0.0014379983
1,-2.5307617,171.11249,0.0022044613
1,-107.52825,65.06656,0.0021378356
1,149.60056,-151.74205,0.0014392039
1,175.17178,4.176819,31.811821
1,141.08252,-151.3618,0.0022501017
1,-2.1009216,40.39157,0.001883348
1,52.046722,-21.478958,0.001293942
1,67.70529,75.71756,0.0017907597
1,7.7213745,-32.051727,0.0014905003
1,56.00612,-89.341095,57.262817
1,159.63959,164.43353,0.0009874121
1,-3.284729,141.61176,0.0019684124
1,-146.53996,-18.384903,48.35725
1,172.12167,-1.5923767,0.002937268
1,-171.58643,4.0435333,56.415607
1,119.481445,-117.540855,0.0018102265
1,-32.21457,-170.61374,31.906311
1,-2.34375,177.03394,0.0013423588
1,-124.11341,-83.97293,31.735662
1,-63.76322,141.52933,0.0011852026
1,-51.995743,14.996887,0.001104602
1,139.5924,-95.166084,0.0016012675
1,-24.701492,46.15982,74.21682
1,-172.97224,-131.59036,0.0017008239
1,-179.56009,-18.34819,0.0015776119
1,0.6172333,-107.40567,56.55314
1,-61.376976,52.20822,31.768206
1,-0.46217346,-56.194435,0.0022395826
1,36.4666,-90.351135,0.0014520822
1,-1.4172668,-94.471,0.0015376897
1,-98.267876,122.74426,0.0017791534
1,-163.12302,1.9062042,0.0018505034
1,57.20334,46.940887,46.338295
1,134.88507,-76.04224,0.0025974629
1,-0.25500488,138.8222,82.62165
1,-12.023392,132.74792,0.0014948486
1,59.273224,-93.21256,0.0014847281
1,-73.66599,177.29758,0.0013774771
1,-31.616821,-20.649826,0.0023396758
1,-7.0292816,-26.43872,0.0010120659
1,140.52917,-134.80498,0.0015557976
1,17.443832,-127.336,0.0016298019
1,-31.228317,154.34222,0.0014136176
1,-40.339966,60.56729,0.0025217864
1,22.347946,7.8921356,0.0021403187
1,68.032394,107.47308,0.0013528029
1,-25.263397,152.02475,0.0020521707
1,91.23242,166.53876,0.0015383437
1,157.16498,-13.431305,0.0028862131
1,25.770264,177.79276,0.0019321147
1,54.70517,-64.62477,0.001649132
1,36.50537,58.559906,0.0013371111
1,-67.30946,77.604126,0.0017434737
1,-5.756607,13.901611,0.0015099617
1,-60.86734,-10.655029,31.859165
1,-30.93898,-86.82185,40.088974
1,-9.638535,-144.11832,0.0013172433
1,-58.98076,-77.3996,0.0015551816
1,-1.7998352,127.58981,0.0014459592
1,-19.113556,63.791077,78.807335
1,46.423218,-163.83623,0.0012595627
1,174.1712,-17.509033,0.0013978457
1,-110.39567,-136.5522,0.0020101764
1,-15.395233,9.839722,0.0019686741
1,-12.440231,122.39017,0.0014227502
1,116.19086,-95.54846,74.56268
1,-7.284546,-153.37013,0.0017456131
1,-62.321724,41.86728,31.855124
1,172.22241,-106.59344,0.0015321285
1,-131.67195,165.85516,0.0014406278
1,140.12927,-92.20707,48.47954
1,-149.93059,61.893723,61.936985
1,12.681091,-170.34105,0.0025794548
1,120.85458,59.678177,0.0020352541
1,-132.1028,22.704956,0.0024364882
1,120.170715,38.730316,31.857529
1,-51.063187,-10.350861,31.768291
1,40.56273,-55.34694,0.0014954412
1,155.16031,-50.614685,0.0021064978
1,46.399643,-59.440536,31.82699
1,-21.984146,-7.8437805,0.0020375461
1,-81.23623,22.158142,0.0017678193
1,2.0185852,-0.9918823,46.0037
1,115.499176,72.899536,0.0024380446
1,-119.10676,51.517273,0.0019471121
1,-82.77933,-9.292236,50.583908
1,146.81766,-136.47629,0.0024585386
1,-136.12375,141.86752,0.001419434
1,131.42102,-102.2841,75.04585
1,-1.1789703,7.487381,0.0016219027
1,18.074707,19.790833,0.0017851171
1,95.23782,-82.6891,0.0011012378
1,154.206,-49.309235,0.0014918142
1,68.59851,-39.13423,0.0015691422
1,-12.046738,52.169373,0.0014085334
1,-132.10406,30.368484,0.0022905774
1,124.199066,-25.64772,0.0020056302
1,-70.35932,42.489944,0.0017418418
1,108.58142,-49.34601,75.33252
1,149.47998,-24.75917,0.0025140115
1,137.38147,7.81929,32.023357
1,-4.492401,-91.03895,0.0016459958
1,75.76634,99.043335,0.0019107665
1,-22.866562,5.79451,31.806728
1,-6.8061676,-11.285721,56.555153
1,-110.351494,65.36824,39.94059
1,-2.5297394,5.948715,73.34015
1,-37.255493,76.9028,48.073982
1,-91.78188,49.175995,0.0011655824
1,-81.58448,122.94446,0.001538303
1,12.169617,-18.30133,0.0018943867
1,164.41602,-2.1973267,31.844189
1,-34.020355,34.006195,0.0025199587
1,-138.79028,86.88104,68.27163
1,-65.42835,71.88982,0.0014514424
1,-6.6922607,-62.624054,0.0017552241
1,-110.20383,-123.71081,47.99166
1,-174.69362,50.499268,49.392628
1,-176.73569,-130.67686,0.0011530939
1,-94.29392,178.6442,75.36345
1,-14.828552,-34.99469,0.0030481892
1,-164.15031,29.177277,0.0016639285
1,96.66971,-125.37166,0.001652332
1,-167.83083,-176.23462,0.0016795073
1,-31.180206,155.0798,73.859566
1,179.98737,-93.308304,56.5024
1,-52.946823,14.67041,48.325363
1,7.91835,-110.37193,0.0014427729
1,46.72682,14.8129425,0.0020005156
1,125.66092,-112.29041,56.522766
1,-159.32164,85.43146,0.0022059258
1,90.32526,-75.01602,0.0021727395
1,15.190048,32.098145,0.0021866686
1,160.6102,24.368378,0.0021385974
1,-41.70221,-58.255096,0.0021796883
1,-18.877533,21.11438,56.61437
1,136.70422,-66.84678,0.0013577135
1,-130.57274,133.81866,77.79165
1,130.1878,-105.60243,0.0016028793
1,-43.34909,46.89502,69.958916
1,4.397644,23.397964,0.0010668819
1,17.87326,-127.132866,57.518135
1,91.76694,-84.17521,0.0021403946
1,135.04324,16.091522,31.921122
1,68.30852,-7.1189423,31.919579
1,-158.39543,-9.989502,31.820635
1,29.35225,-70.40901,0.001881565
1,-2.9863434,132.79181,0.0018593872
1,-144.65494,-44.355865,0.0019477023
1,113.40222,75.53763,77.49275
1,153.53268,-14.27449,31.896893
1,-7.850998,149.14822,0.0019277808
1,-133.9178,118.03772,0.0022256577
1,34.503998,-147.89111,0.0014626831
1,-127.351944,151.69861,47.8869
1,59.368683,-161.08597,0.0021015075
1,-169.41808,-165.12822,33.213177
1,60.587082,-123.364716,0.0020030646
1,-48.334656,-112.32746,0.0016351298
1,132.72842,-179.81914,0.0013560698
1,169.46191,-20.925873,0.0017030115
1,-51.647034,75.6458,0.0016277286
1,-150.32278,25.190826,0.001745598
1,169.86218,-167.65724,0.0017588518
1,-89.33359,20.122986,0.0018694103
1,15.917725,-12.767426,85.84184
1,20.65741,-160.64067,0.002704827
1,149.74744,48.61183,0.0022053288
1,-117.04296,-125.65812,31.868595
1,134.74298,174.14212,62.364235
1,143.97028,162.62323,0.0023273262
1,-102.1675,23.213486,0.0011984196
1,-8.709152,31.653015,0.00114585
1,-107.23919,168.5484,83.07896
1,107.69409,170.69366,0.0014817675
1,2.8854065,-156.98195,0.001901564
1,146.03491,-4.560913,48.221313
1,68.56079,-66.02852,0.0022295984
1,101.81195,-100.166626,0.001683085
1,119.00604,-59.201355,0.0012367484
1,-179.8951,-19.02533,45.95254
1,60.028748,-18.220825,0.0019886063
1,-35.67192,137.34875,0.0021969008
1,38.74585,-9.420654,40.224514
1,-154.80475,-178.18283,0.0025805354
1,58.817978,-90.79824,0.0020856054
1,-22.998627,-88.41948,57.650387
1,-126.778946,64.45688,0.0012536534
1,-14.443695,127.79877,0.0016416435
1,-152.04008,40.55571,0.0015811386
1,-6.447937,-5.3309326,68.080696
1,22.850266,-2.933319,31.643147
1,38.32823,-166.08157,0.0020298422
1,-166.18858,-161.19215,0.0017223018
1,-110.7365,55.20604,31.812569
1,30.117828,-140.56705,0.00209059
5,17.158112,4.36821,0.0014030364
5,4.516556,99.405365,0.001098296
5,-48.845642,93.38849,0.0015018936
5,-168.67651,21.365173,0.0010676022
5,-36.89337,-95.068146,0.0013582334
5,-143.50249,63.49405,0.0040783403
5,-149.64023,27.481522,0.0023439694
5,-126.61976,46.199265,0.0017803019
5,121.61551,-157.53525,0.001227081
5,126.72699,-103.786514,0.0015050928
5,-161.48393,52.08638,0.0012223328
5,-12.379105,107.61307,0.0016171635
5,-94.258286,47.154358,0.00095701433
5,172.61334,-44.94348,0.0015013483
5,21.71907,19.102448,0.0011425104
5,131.73737,-104.95431,0.0017815019
5,69.74176,-48.824326,0.0010638033
5,37.975525,-112.53649,0.0013836508
5,173.98428,23.468536,0.00094526116
5,-141.66672,-3.629547,0.0016132138
5,-60.932617,114.5296,0.001984479
5,173.47296,-18.580673,0.002537025
5,10.7391815,-135.37392,0.0012380057
5,113.27695,-94.914635,0.0016681497
5,159.48706,46.941376,0.0011907831
5,125.96521,132.04538,0.0024472214
5,-21.838776,21.84578,0.0020192661
5,-127.08943,162.2768,0.0014010346
5,-9.710739,137.18533,0.0011595063
5,-11.593597,171.03241,31.780506
5,115.55765,37.716476,0.0012371383
5,-21.040466,141.50555,0.0012708401
5,-15.3072815,-115.3136,0.0016084634
5,-101.64881,-116.16124,0.0012198087
5,-19.87004,153.54431,0.0014226207
5,-59.952415,138.8227,0.0014181456
5,26.374832,-142.48607,0.0022496125
5,-10.672363,57.18759,0.0017026232
5,-78.10777,70.33922,0.0011746672
5,-144.20839,-28.674591,0.0012953826
5,141.52368,-55.502335,0.0014377682
5,-162.19118,11.903748,0.0015457415
5,-175.92664,-81.607155,0.0021932868
5,133.9198,-82.78073,0.0014333545
5,-65.67533,30.371536,0.001016151
5,34.39859,37.831818,0.0014391412
5,-179.21461,-9.306503,0.0010640748
5,-29.112183,10.938904,45.98318
5,84.68503,-44.341278,0.0016645947
5,82.66574,-57.953743,0.001237805
5,-132.2063,-87.936516,0.0012008775
5,-176.76929,53.487427,0.001587836
5,-117.38214,152.48645,0.0018819374
5,-82.261955,10.099503,0.002413932
5,163.92838,174.32764,0.0017012568
5,-20.8443,-2.8868103,0.001957173
5,163.78195,21.956024,0.0023442663
5,10.810379,-6.5979767,0.0013917733
5,-124.81768,58.80345,0.0012540214
5,73.87207,-84.61833,0.0011981679
5,46.05632,-25.140457,0.0015692926
5,20.224106,106.65927,0.0015236478
5,169.63406,-33.147003,0.0013982924
5,128.94641,-46.49803,0.0023825523
5,100.245605,114.86084,0.0014445948
5,-55.549026,114.418396,0.0009733938
5,-159.11276,53.530792,0.0015805737
5,97.67319,160.49603,0.001920756
5,95.66205,105.4686,0.0014246481
5,-131.25456,63.508408,0.001175279
5,114.779236,89.04993,0.0028264099
5,9.337296,41.14995,0.0016255542
5,96.70288,-122.126434,0.0013760739
5,7.2890472,56.2529,0.0013825768
5,146.4816,-118.25839,0.0014984125
5,48.964676,13.912369,31.815222
5,97.21973,-26.181595,0.0014345223
5,57.702286,-91.76342,0.001430792
5,47.70372,152.15302,0.00153162
5,0.6368561,-118.37287,0.0012699909
5,-17.838486,116.16318,0.0011392084
5,-55.260147,12.614441,0.0011969934
5,-40.431076,132.84668,0.0019277752
5,-162.66754,-12.564529,0.0016114386
5,-62.60182,121.28064,0.0013465654
5,162.33551,-69.304115,0.0010512122
5,140.42645,157.29984,0.0014130789
5,90.57715,-47.723145,0.0016769983
5,-36.117523,120.94,0.0020921591
5,-161.48994,16.784042,0.0016061863
5,161.12222,-45.59314,0.0014764827
5,-93.58212,36.399673,0.0018463248
5,137.45795,-140.82063,0.001252946
5,129.15503,142.68427,0.0020506931
5,36.55725,-137.41237,0.0019971274
5,-3.6811066,46.70279,0.0016131169
5,-168.53331,-127.86295,0.0017874442
5,92.14441,-141.03131,0.0012881955
5,152.17175,-24.308807,0.001908859
5,-129.96269,-51.140244,0.0015341552
5,-6.2733917,105.88562,0.0013758335
5,-154.87,10.742035,0.0017480875
5,-98.142914,78.99393,0.001757209
5,-19.643906,-24.99031,0.0012847063
5,-47.611267,103.908936,0.0015502011
5,-126.71964,-148.20384,0.0015192857
5,22.885391,-49.947998,0.0017032943
5,-129.09735,-86.255974,0.0019678106
5,-56.89717,41.161865,0.0015327659
5,63.803177,-15.561325,0.0019878936
5,151.80756,1.1940002,0.0016835296
5,10.798737,-35.37639,0.0012919488
5,-26.693222,54.8815,0.0012154445
5,135.18823,-171.63078,0.002196057
5,5.06044,-9.268097,0.0013168812
5,178.60489,-5.804779,0.0013847438
5,32.28502,6.0393677,0.0015145869
5,-5.000473,95.128784,0.0014788398
5,70.629776,161.52759,0.0017431831
5,-14.255249,73.82936,0.0021881156
5,154.56451,-54.743515,0.0013087247
5,130.7333,-61.200424,0.0012033447
5,23.360184,137.64056,0.0026379544
5,-153.3373,-26.60234,0.0013907646
5,111.2392,-145.67041,0.0014985533
5,176.04468,-36.623077,0.0023779965
5,67.786865,-90.06808,0.0014086633
5,-52.840042,107.2377,0.0014549602
5,-157.1824,7.953949,0.0010817437
5,-136.64615,-19.302643,0.0011869803
5,1.7501068,166.45923,0.0010461326
5,124.79724,-33.107056,0.0011690223
5,26.329025,-160.84174,0.0017126964
5,165.397,-8.251068,0.0011319366
5,-174.59901,21.685547,0.0017247236
5,-177.40068,-39.52713,0.0013087831
5,-13.286606,-155.57944,0.0013094121
5,-175.89323,-15.601486,0.0013070555
5,98.12036,-68.945366,0.0014180816
5,-123.422005,71.768036,0.001536338
5,152.70538,-124.88904,0.0013740502
5,11.963821,-139.5705,0.0016662696
5,33.534485,64.435394,0.0009768105
5,-12.01506,-47.803223,0.0011893314
5,-176.8871,-4.9934845,0.0011939902
5,50.926147,-129.66621,0.0011488864
5,154.64178,-159.14578,0.0017368373
5,-34.238235,-4.9742126,0.0024117448
5,-61.49121,116.515656,0.0011170331
5,13.658127,37.71669,0.001608669
5,-138.10214,22.952393,0.0017056254
5,-160.12903,163.25726,0.0020437604
5,167.77115,144.65305,0.000956387
5,145.18011,70.27173,0.0010233015
