Iter,Phi,Psi,Type
5,-54.5375,-10.374344,Acquired
5,54.465164,-177.59268,Acquired
5,-72.10685,20.085663,Acquired
5,56.180817,-17.635208,Acquired
5,47.549026,26.890503,Acquired
5,66.74843,-12.342072,Acquired
5,-59.671387,148.05298,Acquired
5,-78.590164,6.824188,Acquired
5,73.72659,-43.086777,Acquired
5,-87.40482,6.1274414,Acquired
5,-64.72465,11.196838,Acquired
5,-73.039375,138.82211,Acquired
5,-65.99318,-6.1127777,Acquired
5,-145.99173,155.04272,Acquired
5,54.818054,-83.89032,Acquired
5,-49.845062,-28.25621,Acquired
5,53.6326,-175.22263,Acquired
5,-70.82448,-29.349731,Acquired
5,58.74704,15.886536,Acquired
5,-89.79753,75.302704,Acquired
5,41.48352,39.388794,Acquired
5,-66.425896,72.86827,Acquired
5,33.14,65.24895,Acquired
5,56.693726,40.610504,Acquired
5,-63.249374,143.95358,Acquired
5,-70.62172,-34.416992,Acquired
5,-48.61812,148.1391,Acquired
5,51.75499,15.981705,Acquired
5,67.615875,-69.60376,Acquired
5,-67.552864,3.3846283,Acquired
5,-50.592163,-52.911415,Acquired
5,-96.41545,1.7030792,Acquired
5,67.73343,34.13498,Acquired
5,-77.48555,-24.941254,Acquired
5,-70.723145,133.04034,Acquired
5,63.096817,22.193146,Acquired
5,40.375687,41.869507,Acquired
5,-90.8628,-7.1435547,Acquired
5,-53.204376,132.37811,Acquired
5,-86.16862,28.788544,Acquired
5,63.195038,152.65155,Acquired
5,53.285416,35.29785,Acquired
5,-100.73282,161.68585,Acquired
5,-54.11978,-31.333908,Acquired
5,46.1978,-145.02382,Acquired
5,54.646393,14.692093,Acquired
5,58.950745,4.130768,Acquired
5,51.73941,39.32228,Acquired
5,45.14084,-159.10008,Acquired
5,-81.46138,116.09863,Acquired
5,-65.54772,-31.474808,Acquired
5,-61.58531,150.99542,Acquired
5,73.68176,-143.71246,Acquired
5,67.154724,-177.67665,Acquired
5,-165.3026,-39.343124,Acquired
5,52.89209,12.364471,Acquired
5,68.75821,-32.68364,Acquired
5,-67.42996,154.60596,Acquired
5,56.367004,15.132721,Acquired
5,53.6129,25.706161,Acquired
5,-90.125946,-0.0029907227,Acquired
5,-58.76573,157.8269,Acquired
5,-100.88643,131.39139,Acquired
5,-78.61153,-22.034668,Acquired
5,-58.863075,132.2652,Acquired
5,59.223846,-30.065445,Acquired
5,-92.5809,-60.24202,Acquired
5,-61.2787,106.93207,Acquired
5,-71.34974,28.216187,Acquired
5,-74.34751,140.54541,Acquired
5,-90.14465,7.1791534,Acquired
5,-59.14064,149.8646,Acquired
5,49.42096,49.65204,Acquired
5,-71.22724,159.0542,Acquired
5,-82.58543,-28.608826,Acquired
5,-67.78685,129.27942,Acquired
5,49.679596,43.3087,Acquired
5,-73.816666,-54.884415,Acquired
5,61.583023,-55.44867,Acquired
5,-66.86584,78.21005,Acquired
5,-48.049683,130.42798,Acquired
5,-60.437973,-10.459778,Acquired
5,-67.296265,-10.520981,Acquired
5,-102.272125,53.44339,Acquired
5,-72.82858,-8.107864,Acquired
5,-72.978264,145.98083,Acquired
5,-63.897934,32.05417,Acquired
5,57.297653,37.16185,Acquired
5,-65.51392,108.09738,Acquired
5,-57.05078,157.46768,Acquired
5,-65.67832,144.35657,Acquired
5,-60.805107,-8.679306,Acquired
5,-62.26143,153.4216,Acquired
5,-64.3982,17.0932,Acquired
5,42.408264,24.78592,Acquired
5,54.82927,30.014465,Acquired
5,-61.551453,149.18549,Acquired
5,-111.88775,5.238861,Acquired
5,67.30055,-41.731262,Acquired
5,-102.265114,8.596222,Acquired
5,-78.61469,24.236603,Acquired
5,-58.80162,152.90881,Acquired
5,50.424805,-161.97012,Acquired
5,-48.81195,153.16644,Acquired
5,58.042236,18.542755,Acquired
5,-133.12428,18.165756,Acquired
5,64.40918,29.271973,Acquired
5,57.007812,29.80478,Acquired
5,67.97542,-158.79044,Acquired
5,-70.870346,-14.831329,Acquired
5,50.429016,22.741745,Acquired
5,-73.151886,-12.942108,Acquired
5,-70.79664,118.7186,Acquired
5,-149.53987,-169.27187,Acquired
5,71.01187,-27.96756,Acquired
5,-87.20071,149.81335,Acquired
5,-63.446625,126.26636,Acquired
5,63.46219,45.517044,Acquired
5,53.948486,-5.8345184,Acquired
5,44.50348,48.737488,Acquired
5,-57.15325,132.31012,Acquired
5,-68.60475,-5.89093,Acquired
5,58.26381,175.948,Acquired
5,47.30423,36.132355,Acquired
5,71.233246,-22.417831,Acquired
5,-68.484375,109.099365,Acquired
5,-59.51761,104.49298,Acquired
5,-139.85248,155.2984,Acquired
5,65.55185,-171.84758,Acquired
5,-56.552124,-33.67856,Acquired
5,63.4093,-69.4465,Acquired
5,-86.838295,159.72095,Acquired
5,-159.00127,158.49579,Acquired
5,-87.421646,-52.40336,Acquired
9,-164.0212,150.37952,Acquired
9,-62.995796,158.69446,Acquired
9,-48.931763,-43.730957,Acquired
9,-164.30823,158.27563,Acquired
9,-157.55371,-179.0207,Acquired
9,-144.40312,2.5218048,Acquired
9,-67.93926,-11.169189,Acquired
9,-159.399,9.663834,Acquired
9,-118.90783,41.11592,Acquired
9,-149.78961,145.74799,Acquired
9,-157.09554,140.95065,Acquired
9,-71.910866,-26.97499,Acquired
9,61.571106,143.94333,Acquired
9,-85.19039,135.11758,Acquired
9,49.259613,169.13293,Acquired
9,-72.98494,28.001297,Acquired
9,-158.86258,179.56549,Acquired
9,-137.99069,-3.9269257,Acquired
9,-157.52829,142.96686,Acquired
9,-85.84311,-14.673233,Acquired
9,67.01848,-3.9007568,Acquired
9,-49.966858,140.06656,Acquired
9,-72.80997,-40.260254,Acquired
9,-165.43744,175.39575,Acquired
9,-86.74011,43.7518,Acquired
9,-55.448685,128.09998,Acquired
9,-81.59547,142.62497,Acquired
9,-103.81762,1.0167694,Acquired
9,65.34856,-68.938095,Acquired
9,-59.413193,166.27448,Acquired
9,-139.77127,114.05588,Acquired
9,57.00952,6.888077,Acquired
9,69.562,27.813477,Acquired
9,-151.06355,148.32501,Acquired
9,-153.96129,32.529495,Acquired
9,-149.16077,49.314117,Acquired
9,-165.03935,24.477203,Acquired
9,65.688995,11.211288,Acquired
9,-61.830902,-169.81801,Acquired
9,-131.95773,170.30878,Acquired
9,-77.056366,-40.37332,Acquired
9,-155.2701,-178.16582,Acquired
9,-153.78897,-21.2072,Acquired
9,-74.98126,29.388336,Acquired
9,65.08246,168.34204,Acquired
9,48.914978,20.342041,Acquired
9,-173.39041,178.76111,Acquired
9,-106.005806,-170.86537,Acquired
9,-171.71013,110.60913,Acquired
9,-92.22706,-60.213272,Acquired
9,-65.361664,59.913925,Acquired
9,-46.839264,145.36148,Acquired
9,-149.7951,24.386871,Acquired
9,-167.05673,142.19635,Acquired
9,-56.903847,177.63647,Acquired
9,-63.74183,156.42584,Acquired
9,-139.76404,-16.593842,Acquired
9,-115.066475,137.41199,Acquired
9,-117.26771,148.02039,Acquired
9,-60.45482,-30.206543,Acquired
9,175.29333,-27.73323,Acquired
9,-69.020935,41.689117,Acquired
9,58.23471,-168.42752,Acquired
9,-73.55459,179.6354,Acquired
9,-168.22552,166.38385,Acquired
9,-77.40627,-173.15416,Acquired
9,63.638184,-167.36711,Acquired
9,-51.20804,164.327,Acquired
9,-58.876816,-44.95218,Acquired
9,-156.68584,122.10773,Acquired
9,66.95978,140.33218,Acquired
9,-69.87807,151.22675,Acquired
9,-66.25995,121.22763,Acquired
9,64.20877,21.331253,Acquired
9,-128.00183,157.12283,Acquired
9,-89.88869,-32.00801,Acquired
9,-77.84789,108.78726,Acquired
9,-141.37135,24.716873,Acquired
9,-75.2549,9.538162,Acquired
9,-65.73608,-37.332184,Acquired
9,-146.81377,-165.91145,Acquired
9,-66.87642,102.900024,Acquired
9,-109.16246,10.327667,Acquired
9,-65.549,-12.526184,Acquired
9,63.309937,-160.74117,Acquired
9,-62.688263,37.769043,Acquired
9,-151.3846,164.75684,Acquired
9,64.16403,-107.46888,Acquired
9,-139.43776,164.16504,Acquired
9,-153.03844,-167.28107,Acquired
9,47.322464,52.199356,Acquired
9,69.52701,-48.556427,Acquired
9,53.688232,13.764221,Acquired
9,-153.79349,47.369354,Acquired
9,-43.160294,-70.41712,Acquired
9,-73.52202,136.87292,Acquired
9,-130.30486,47.42964,Acquired
9,46.88333,33.041748,Acquired
9,-178.5724,156.46436,Acquired
9,50.624374,49.49945,Acquired
9,-128.28448,66.542786,Acquired
9,-155.45352,167.50018,Acquired
9,-139.96535,-176.3965,Acquired
9,47.91942,55.2269,Acquired
9,-141.81766,-29.417465,Acquired
9,66.569534,170.60327,Acquired
9,-145.08385,13.507919,Acquired
9,-39.32071,87.95352,Acquired
9,-86.996445,-12.428833,Acquired
9,-124.74956,147.96509,Acquired
9,-147.45572,4.058563,Acquired
9,-164.4791,168.65942,Acquired
9,-71.62115,147.75641,Acquired
9,-136.77904,157.33698,Acquired
9,-80.114914,52.04599,Acquired
9,-169.73645,103.39798,Acquired
9,-165.2927,-177.61314,Acquired
9,-163.6788,-169.86736,Acquired
9,-160.74695,146.04889,Acquired
9,-145.01857,-3.2363586,Acquired
9,-59.903122,-178.14728,Acquired
9,-147.36339,70.462585,Acquired
9,-82.129036,-43.04843,Acquired
9,-71.00293,103.1626,Acquired
9,67.631775,-45.1503,Acquired
9,-81.297554,154.79745,Acquired
9,-123.627205,10.945908,Acquired
9,-65.071884,113.14627,Acquired
9,-71.371254,150.68533,Acquired
9,-71.22158,103.59631,Acquired
9,-66.31127,-22.440155,Acquired
9,49.471863,-157.45009,Acquired
9,-168.93298,140.69928,Acquired
9,-73.30124,19.250122,Acquired
9,49.639023,-59.948074,Acquired
9,-134.63564,177.15076,Acquired
9,-59.479965,-21.361649,Acquired
9,-75.02523,-72.16121,Acquired
9,-65.15541,27.31456,Acquired
9,-76.33342,137.02945,Acquired
9,60.549133,-160.35338,Acquired
9,-46.38022,147.68628,Acquired
9,-70.727,-172.40613,Acquired
9,-150.261,172.97198,Acquired
9,-172.74567,163.82831,Acquired
9,-151.82652,12.044754,Acquired
9,-83.19126,28.565338,Acquired
9,-164.34955,177.11526,Acquired
9,63.88321,-37.08072,Acquired
9,-151.7101,21.951859,Acquired
9,-61.00612,153.80472,Acquired
9,-143.3086,159.5722,Acquired
9,-71.31494,-16.152191,Acquired
9,60.845566,-124.050026,Acquired
9,-84.233284,-174.70341,Acquired
9,-128.27995,167.74231,Acquired
9,-61.10927,18.94165,Acquired
9,-78.66489,151.68112,Acquired
9,-89.56126,-52.755554,Acquired
9,-162.51352,148.59961,Acquired
9,-69.23775,163.06488,Acquired
9,-145.58914,23.563736,Acquired
9,-166.1739,171.42453,Acquired
9,-155.26271,163.71753,Acquired
9,-46.28505,-27.932648,Acquired
9,-46.245148,166.73184,Acquired
9,-127.077484,15.309006,Acquired
9,-154.37834,15.943085,Acquired
9,-128.67474,173.32074,Acquired
9,-63.145416,-21.43303,Acquired
9,-60.249954,173.28772,Acquired
9,-170.3482,158.48889,Acquired
9,-56.55861,110.78754,Acquired
9,-148.25485,154.47961,Acquired
9,-110.469986,-171.00812,Acquired
9,-152.70685,157.64948,Acquired
9,55.425003,-159.60094,Acquired
9,-130.14343,-172.69583,Acquired
9,-110.857445,138.01254,Acquired
9,-82.04729,146.27911,Acquired
9,-84.95437,50.332718,Acquired
9,61.771545,-23.109772,Acquired
9,-146.21606,179.60104,Acquired
9,-47.90799,152.89005,Acquired
9,-147.64621,25.23288,Acquired
9,-140.97571,-20.596725,Acquired
9,-152.52956,150.9866,Acquired
9,53.899994,-150.21556,Acquired
9,-57.408554,-47.24861,Acquired
9,50.356094,10.96994,Acquired
9,-166.91444,154.47626,Acquired
9,-81.87356,115.42514,Acquired
9,-166.8245,153.05774,Acquired
9,-161.99103,175.11685,Acquired
9,45.9785,24.800674,Acquired
9,-161.69386,174.59845,Acquired
9,-124.27989,130.25012,Acquired
9,-71.713776,-41.967194,Acquired
9,-151.78816,154.02899,Acquired
9,-55.618294,157.9509,Acquired
9,-74.63395,-176.25006,Acquired
9,-160.87915,140.35486,Acquired
9,53.105408,169.70544,Acquired
9,45.91333,56.314728,Acquired
9,-148.4742,108.04181,Acquired
9,-155.35793,-159.69693,Acquired
9,52.66945,19.496307,Acquired
9,-156.75957,-167.50227,Acquired
9,54.142273,-14.01207,Acquired
9,-142.76152,47.19925,Acquired
9,-129.88525,167.55203,Acquired
9,42.054443,45.45514,Acquired
9,67.30237,-43.959625,Acquired
9,-61.80648,176.11475,Acquired
9,-105.264854,-140.14499,Acquired
9,-96.34981,-35.250244,Acquired
9,-166.51453,139.77673,Acquired
9,-129.93219,66.16232,Acquired
9,55.94507,35.781113,Acquired
9,-172.78276,140.8952,Acquired
9,-143.64308,176.07983,Acquired
9,-77.46211,135.87103,Acquired
9,-142.44714,-6.5980835,Acquired
9,-127.164154,14.600403,Acquired
9,-109.16547,154.06021,Acquired
9,-145.97531,163.61658,Acquired
9,64.978,3.5107727,Acquired
9,-148.13994,16.39885,Acquired
9,-69.00053,147.99042,Acquired
9,-63.11934,138.78955,Acquired
9,-156.02855,124.68021,Acquired
9,-73.103195,174.03668,Acquired
9,-64.747086,136.62604,Acquired
9,-135.49104,177.83948,Acquired
9,-91.96102,146.53241,Acquired
9,35.26822,53.39821,Acquired
9,63.38002,0.60180664,Acquired
9,-76.50445,176.98645,Acquired
9,-145.51767,164.39664,Acquired
9,53.074707,-116.82298,Acquired
9,-54.563858,75.28969,Acquired
9,-89.65926,45.98192,Acquired
9,-144.98615,166.10013,Acquired
9,47.391388,15.4040985,Acquired
9,-47.962616,164.0187,Acquired
9,47.784973,0.112075806,Acquired
9,-168.20648,164.79395,Acquired
9,-47.74167,145.44391,Acquired
9,-66.60441,164.5003,Acquired
9,-128.13217,-161.52399,Acquired
9,-55.462677,-10.4831085,Acquired
9,-146.67825,-6.006073,Acquired
9,-66.105,-5.392212,Acquired
9,57.757248,16.612183,Acquired
9,-57.269714,-179.66965,Acquired
9,-148.47713,179.15594,Acquired
9,-154.31836,28.296692,Acquired
9,-133.19806,-24.719666,Acquired
9,-134.22372,174.44275,Acquired
9,-65.8578,106.90503,Acquired
9,-53.796318,-48.19821,Acquired
9,-161.29579,-26.06105,Acquired
9,-132.72612,155.72345,Acquired
9,-152.45302,-49.431793,Acquired
9,-149.55536,178.2796,Acquired
9,-157.8751,124.00534,Acquired
9,-151.70065,176.67358,Acquired
9,-153.6596,-179.12437,Acquired
9,-138.83911,-159.72543,Acquired
9,-36.13965,126.257996,Acquired
9,-120.38039,-76.64566,Acquired
9,-144.82721,175.47888,Acquired
9,-70.78679,-10.520523,Acquired
9,-51.02115,159.08295,Acquired
9,56.575195,70.35829,Acquired
9,-144.8243,178.40979,Acquired
9,-136.01578,153.54868,Acquired
9,-47.010223,150.1543,Acquired
9,-155.50133,-175.63864,Acquired
9,53.941193,-43.328857,Acquired
9,52.263275,10.709808,Acquired
9,-166.68669,160.087,Acquired
9,-133.69087,168.74402,Acquired
9,-148.3551,168.91644,Acquired
9,179.80328,175.42072,Acquired
9,-150.78172,143.82907,Acquired
9,-145.42378,-158.01491,Acquired
9,-149.31778,-178.69756,Acquired
9,48.960022,-177.65346,Acquired
9,-53.904922,169.13727,Acquired
9,-162.65576,-162.36807,Acquired
9,47.558014,45.09053,Acquired
9,52.88629,16.493637,Acquired
9,50.331467,24.557037,Acquired
9,-63.15036,-177.09866,Acquired
9,47.072342,-166.29855,Acquired
9,-159.28514,11.318237,Acquired
9,-164.34738,143.7301,Acquired
9,-168.87753,147.18414,Acquired
9,-155.73195,165.19846,Acquired
9,47.278152,123.99213,Acquired
9,-55.92328,-176.80444,Acquired
9,20.483948,50.990326,Acquired
9,-63.171036,149.9967,Acquired
9,47.89949,52.457718,Acquired
9,50.661255,37.15367,Acquired
9,59.16617,3.5372925,Acquired
9,-76.5195,-1.4396973,Acquired
9,32.86551,57.77545,Acquired
9,-58.91781,134.2887,Acquired
9,-44.917633,143.6955,Acquired
9,56.89438,22.021484,Acquired
9,-73.9394,-3.766388,Acquired
9,-60.25448,140.79498,Acquired
9,-78.724174,158.82806,Acquired
9,-100.9932,-29.430283,Acquired
9,58.874313,35.41864,Acquired
9,62.08322,-5.0946198,Acquired
9,-64.67023,-34.508606,Acquired
9,35.732895,68.72949,Acquired
9,-71.00775,-7.2456055,Acquired
9,62.05455,122.06253,Acquired
9,57.861725,6.4253845,Acquired
9,58.691254,7.814087,Acquired
9,-83.647934,-37.264328,Acquired
9,-133.47264,144.24634,Acquired
9,-71.44067,-16.600586,Acquired
9,61.53282,24.26056,Acquired
9,-84.6408,-4.559082,Acquired
9,45.03363,34.93924,Acquired
9,75.4382,-179.44382,Acquired
9,62.861115,20.316986,Acquired
9,50.689697,21.119064,Acquired
9,-79.00456,-13.012207,Acquired
9,-74.9043,-13.521317,Acquired
9,-74.83744,48.009125,Acquired
9,44.304092,28.463821,Acquired
9,55.45018,29.70961,Acquired
9,54.10965,14.761765,Acquired
9,-57.86978,133.86908,Acquired
9,63.38011,-157.14615,Acquired
9,-76.17638,-8.401398,Acquired
9,-85.95002,133.1712,Acquired
9,-143.9076,139.5097,Acquired
9,67.90515,31.407562,Acquired
9,-156.22195,127.55783,Acquired
9,-152.9437,-66.368126,Acquired
9,50.626343,-176.10242,Acquired
9,-42.911514,132.21783,Acquired
9,-68.06636,-24.362213,Acquired
9,61.84108,40.96945,Acquired
9,-68.466385,33.84709,Acquired
9,45.240723,24.081238,Acquired
9,-44.902985,140.29596,Acquired
9,-81.73562,8.099579,Acquired
9,-84.93954,120.64746,Acquired
9,-67.70475,1.6929321,Acquired
9,-74.485596,-25.336319,Acquired
9,-64.07196,3.272766,Acquired
9,-50.543304,150.67722,Acquired
9,-67.18821,171.62454,Acquired
9,-73.97591,124.0246,Acquired
9,-84.22397,27.575485,Acquired
9,62.58104,-154.97545,Acquired
9,-165.63852,170.1329,Acquired
9,-63.616882,24.979172,Acquired
9,62.30194,49.27832,Acquired
9,-80.135345,73.20209,Acquired
9,-65.2715,-13.010895,Acquired
9,-69.41358,-19.64328,Acquired
9,-156.27899,61.01097,Acquired
9,-71.42305,3.8190613,Acquired
9,-75.89783,116.311035,Acquired
9,66.13693,-36.018402,Acquired
9,53.37198,28.755417,Acquired
9,53.76677,34.368073,Acquired
9,-63.565636,-8.771637,Acquired
9,-71.61943,124.54007,Acquired
9,-70.87538,-18.039795,Acquired
9,-67.67048,-15.03244,Acquired
9,-77.81447,-1.3673706,Acquired
9,68.49765,59.948257,Acquired
9,-47.833435,155.2167,Acquired
9,-88.39592,-45.631287,Acquired
9,48.38037,-152.33669,Acquired
9,-77.9769,135.34082,Acquired
9,-111.637146,-178.39395,Acquired
9,52.557648,25.069244,Acquired
9,57.795227,-1.3532715,Acquired
9,-63.85067,122.96503,Acquired
9,53.15152,30.084213,Acquired
9,-80.65371,127.807465,Acquired
